solver,heuristic,sub_defn,ext_freq,window_size,max_new_ev,force_branch,problem,restarts,conflicts,decisions,propagations,conf_lits,num_ev,ev_decisions,ev_conflicts,ev_learnt,total_lbd,mem_used,cpu_time,er_time,satisfiability
maplesat_static_rnd_rep1_force1_2000_20_1,rnd,1,2000,20,1,1,php14,4094,2217649,2477565,114606718,115074956,269,37016,5410889,1559276,38099729,857,4934.55,159.752,INDETERMINATE
maplesat_static_rnd_rep1_force1_2000_20_1,rnd,1,2000,20,1,1,php15,4427,2587149,2920254,135899097,165798321,307,40016,5923646,1726403,50336878,1269,4930.8,208.381,INDETERMINATE
maplesat_static_rnd_rep1_force1_2000_20_1,rnd,1,2000,20,1,1,php16,5117,2907348,3301734,157425357,215878834,344,43557,6358727,1982631,61691216,1284,4931.52,279.278,INDETERMINATE
maplesat_static_rnd_rep1_force1_2000_20_1,rnd,1,2000,20,1,1,php17,6142,3531647,4023841,218410988,282974290,403,50777,7549160,2350315,74996881,1924,4929.19,391.525,INDETERMINATE
maplesat_static_rnd_rep1_force1_2000_20_1,rnd,1,2000,20,1,1,php18,7417,4182907,4770250,291024110,367427472,475,62603,8551433,2691919,92738871,2009,4926.49,482.982,INDETERMINATE
maplesat_static_rnd_rep1_force1_2000_20_1,rnd,1,2000,20,1,1,php19,7889,4404082,5027809,289709510,436485608,526,56069,9410279,2918559,99093678,2934,4916.96,605.757,INDETERMINATE
maplesat_static_rnd_rep1_force1_2000_20_1,rnd,1,2000,20,1,1,php20,8191,5112812,5735639,330206250,527461832,172,43991,8673659,2772472,120264310,2868,4923.39,511.547,INDETERMINATE
maplesat_static_rnd_rep1_force1_2000_20_1,rnd,1,2000,20,1,1,rand426_150,19,3685,4472,111887,30273,1,3,663,384,21434,11,0.064108,0.006567,UNSATISFIABLE
maplesat_static_rnd_rep1_force1_2000_20_1,rnd,1,2000,20,1,1,rand426_200,61,14164,16872,509739,145998,6,33,3112,1071,98468,12,0.436308,0.038279,UNSATISFIABLE
maplesat_static_rnd_rep1_force1_2000_20_1,rnd,1,2000,20,1,1,rand426_250,476,173978,202116,7633388,2318581,57,454,99004,35867,1497136,38,27.1943,1.62166,UNSATISFIABLE
maplesat_static_rnd_rep1_force1_2000_20_1,rnd,1,2000,20,1,1,rand426_300,4094,2205314,2459111,188575853,41932269,200,36953,11772298,1769356,21891285,515,2707.77,94.0195,UNSATISFIABLE
maplesat_static_rnd_rep1_force1_2000_20_1,rnd,1,2000,20,1,1,rand426_350,4206,2491496,2877089,210624660,51241445,284,42864,5794426,1561528,30239460,506,4932.95,199.573,INDETERMINATE
maplesat_static_sub_rep0_force0_2000_100_10,sub,0,2000,100,10,0,verification/zipcpu-busdelay-p46.aig_unroll20_maplesat_preprocess,94,25708,40079,2692670,683081,1,0,0,0,279199,13,2.61454,1.15437,UNSATISFIABLE
maplesat_static_sub_rep0_force0_2000_100_10,sub,0,2000,100,10,0,verification/zipcpu-busdelay-p36.aig_unroll22_maplesat_preprocess,239,75724,116734,7823553,2140178,2,0,0,0,936053,23,12.3614,5.47956,UNSATISFIABLE
maplesat_static_sub_rep0_force0_2000_100_10,sub,0,2000,100,10,0,verification/VexRiscv-regch0-20-p1.aig_unroll22_maplesat_preprocess,968,399108,5077020,170335937,9807000,6,0,0,0,4968571,141,213.263,134.162,UNSATISFIABLE
maplesat_static_sub_rep0_force0_2000_100_10,sub,0,2000,100,10,0,verification/dspfilters_fastfir_second-p07.aig_unroll20_maplesat_preprocess,148,48801,170824,178080379,1199914,1,0,0,0,471751,66,51.0659,4.83855,UNSATISFIABLE
maplesat_static_sub_rep0_force0_2000_100_10,sub,0,2000,100,10,0,verification/dspfilters_fastfir_second-p45.aig_unroll22_maplesat_preprocess,1916,887843,4303195,2744003351,56992483,29,0,0,0,13150132,314,915.942,133.085,UNSATISFIABLE
maplesat_static_sub_rep0_force0_2000_100_10,sub,0,2000,100,10,0,php08,31,7017,8017,94880,99271,0,0,0,0,50787,11,0.16495,0.006146,UNSATISFIABLE
maplesat_static_sub_rep0_force0_2000_100_10,sub,0,2000,100,10,0,php09,109,29912,33473,404796,533822,0,0,0,0,266410,13,1.2862,0.047561,UNSATISFIABLE
maplesat_static_sub_rep0_force0_2000_100_10,sub,0,2000,100,10,0,php10,205,67247,74335,846008,1509059,0,0,0,0,697143,24,5.23652,0.145953,UNSATISFIABLE
maplesat_static_sub_rep0_force0_2000_100_10,sub,0,2000,100,10,0,php11,511,209262,230814,3109991,5868896,0,0,0,0,2441466,63,56.926,1.40416,UNSATISFIABLE
maplesat_static_sub_rep0_force0_2000_100_10,sub,0,2000,100,10,0,php12,1021,434257,474962,5748425,15099994,0,0,0,0,5746534,154,193.194,6.51385,UNSATISFIABLE
maplesat_static_sub_rep0_force0_2000_100_10,sub,0,2000,100,10,0,php13,2557,1326905,1436432,17667423,50986048,0,0,0,0,19658914,397,784.626,42.3819,UNSATISFIABLE
maplesat_static_sub_rep0_force0_2000_100_10,sub,0,2000,100,10,0,php14,5345,3048131,3311442,39918248,127385149,0,0,0,0,51407252,893,2943.12,226.085,UNSATISFIABLE
maplesat_static_sub_rep0_force0_2000_100_10,sub,0,2000,100,10,0,php15,5801,3261134,3556101,50325167,152305077,0,0,0,0,56914165,1267,4939.29,321.682,INDETERMINATE
maplesat_static_sub_rep0_force0_2000_100_10,sub,0,2000,100,10,0,php16,5562,3138416,3444277,55939882,218586042,0,0,0,0,54433312,1262,4943.31,330.631,INDETERMINATE
maplesat_static_sub_rep0_force0_2000_100_10,sub,0,2000,100,10,0,php17,5117,2920130,3230427,54106553,209622917,0,0,0,0,54566167,1455,4938.45,264.605,INDETERMINATE
maplesat_static_sub_rep0_force0_2000_100_10,sub,0,2000,100,10,0,php18,6141,3442639,3778674,61818326,271545707,0,0,0,0,69087297,1862,4936.58,401.32,INDETERMINATE
maplesat_static_sub_rep0_force0_2000_100_10,sub,0,2000,100,10,0,php19,6010,3345073,3652600,67243351,303690110,0,0,0,0,68547620,1792,4915.25,384.608,INDETERMINATE
maplesat_static_sub_rep0_force0_2000_100_10,sub,0,2000,100,10,0,php20,4222,2501767,2737229,54320624,253305343,2,0,0,0,54071475,1791,4940.81,497.642,INDETERMINATE
maplesat_static_sub_rep0_force0_2000_100_10,sub,0,2000,100,10,0,rand426_150,22,4315,5175,129345,35556,2,0,0,0,25280,11,0.075925,0.003565,UNSATISFIABLE
maplesat_static_sub_rep0_force0_2000_100_10,sub,0,2000,100,10,0,rand426_200,49,11586,13945,416693,114958,0,0,0,0,78429,11,0.333361,0.012983,UNSATISFIABLE
maplesat_static_sub_rep0_force0_2000_100_10,sub,0,2000,100,10,0,rand426_250,318,121130,141309,5205388,1515306,2,0,0,0,1025089,26,12.9863,0.551164,UNSATISFIABLE
maplesat_static_sub_rep0_force0_2000_100_10,sub,0,2000,100,10,0,rand426_300,970,399733,463502,18824862,5556422,0,0,0,0,3666400,42,68.9789,3.60141,UNSATISFIABLE
maplesat_static_sub_rep0_force0_2000_100_10,sub,0,2000,100,10,0,rand426_350,2813,1461304,1683860,75323371,22584474,1,0,0,0,14693265,156,1448.76,54.8902,UNSATISFIABLE
maplesat_static_sub_rep0_force1_2000_100_10,sub,0,2000,100,10,1,verification/zipcpu-busdelay-p46.aig_unroll20_maplesat_preprocess,94,26587,40606,2709705,709797,1,207,4205,1885,283111,13,2.64895,1.19536,UNSATISFIABLE
maplesat_static_sub_rep0_force1_2000_100_10,sub,0,2000,100,10,1,verification/zipcpu-busdelay-p36.aig_unroll22_maplesat_preprocess,255,95297,141859,9507236,2764574,2,663,8205,3782,1089040,31,14.0729,5.20378,UNSATISFIABLE
maplesat_static_sub_rep0_force1_2000_100_10,sub,0,2000,100,10,1,verification/VexRiscv-regch0-20-p1.aig_unroll22_maplesat_preprocess,1021,434360,5208573,172091969,10189337,3,2799,9573,4514,5267665,140,195.953,129.746,UNSATISFIABLE
maplesat_static_sub_rep0_force1_2000_100_10,sub,0,2000,100,10,1,verification/dspfilters_fastfir_second-p07.aig_unroll20_maplesat_preprocess,141,46899,162217,168953893,1141025,1,115,1092,433,443105,56,46.2202,1.7182,UNSATISFIABLE
maplesat_static_sub_rep0_force1_2000_100_10,sub,0,2000,100,10,1,verification/dspfilters_fastfir_second-p45.aig_unroll22_maplesat_preprocess,2043,935279,4641382,2966772376,61345701,11,13748,39949,11745,13229771,354,1214.54,249.066,UNSATISFIABLE
maplesat_static_sub_rep0_force1_2000_100_10,sub,0,2000,100,10,1,php08,31,7017,8017,94880,99271,0,0,0,0,50787,11,0.166891,0.005922,UNSATISFIABLE
maplesat_static_sub_rep0_force1_2000_100_10,sub,0,2000,100,10,1,php09,109,29912,33473,404796,533822,0,0,0,0,266410,13,1.27555,0.045926,UNSATISFIABLE
maplesat_static_sub_rep0_force1_2000_100_10,sub,0,2000,100,10,1,php10,205,67247,74335,846008,1509059,0,0,0,0,697143,24,4.96599,0.14367,UNSATISFIABLE
maplesat_static_sub_rep0_force1_2000_100_10,sub,0,2000,100,10,1,php11,511,209262,230814,3109991,5868896,0,0,0,0,2441466,63,40.9586,1.33146,UNSATISFIABLE
maplesat_static_sub_rep0_force1_2000_100_10,sub,0,2000,100,10,1,php12,1021,434257,474962,5748425,15099994,0,0,0,0,5746534,154,176.394,6.47003,UNSATISFIABLE
maplesat_static_sub_rep0_force1_2000_100_10,sub,0,2000,100,10,1,php13,2557,1326905,1436432,17667423,50986048,0,0,0,0,19658914,397,884.242,45.3436,UNSATISFIABLE
maplesat_static_sub_rep0_force1_2000_100_10,sub,0,2000,100,10,1,php14,5345,3048131,3311442,39918248,127385149,0,0,0,0,51407252,893,3637.72,243.524,UNSATISFIABLE
maplesat_static_sub_rep0_force1_2000_100_10,sub,0,2000,100,10,1,php15,5883,3291984,3589422,50650965,153442168,0,0,0,0,57424883,1274,4941.19,335.657,INDETERMINATE
maplesat_static_sub_rep0_force1_2000_100_10,sub,0,2000,100,10,1,php16,5884,3307275,3630483,58871421,229991100,0,0,0,0,57294572,1855,4939.37,372.172,INDETERMINATE
maplesat_static_sub_rep0_force1_2000_100_10,sub,0,2000,100,10,1,php17,4987,2831522,3130741,52557899,204117407,0,0,0,0,52741882,1409,4939.39,259.238,INDETERMINATE
maplesat_static_sub_rep0_force1_2000_100_10,sub,0,2000,100,10,1,php18,5585,3146250,3452621,56890972,249440300,0,0,0,0,62708879,1827,4938.2,338.506,INDETERMINATE
maplesat_static_sub_rep0_force1_2000_100_10,sub,0,2000,100,10,1,php19,5310,3039396,3319434,61886828,274435411,0,0,0,0,62469127,1758,4937.28,309.665,INDETERMINATE
maplesat_static_sub_rep0_force1_2000_100_10,sub,0,2000,100,10,1,php20,5104,2872211,3166319,72273870,290999567,2,152,0,0,62744674,1810,4935.83,548.238,INDETERMINATE
maplesat_static_sub_rep0_force1_2000_100_10,sub,0,2000,100,10,1,rand426_150,22,4139,4929,122654,35499,4,8,917,421,25002,11,0.072252,0.003469,UNSATISFIABLE
maplesat_static_sub_rep0_force1_2000_100_10,sub,0,2000,100,10,1,rand426_200,49,11586,13945,416693,114958,0,0,0,0,78429,11,0.349204,0.013295,UNSATISFIABLE
maplesat_static_sub_rep0_force1_2000_100_10,sub,0,2000,100,10,1,rand426_250,380,136432,159851,5855586,1845809,2,246,59738,26440,1179860,32,19.5431,0.743339,UNSATISFIABLE
maplesat_static_sub_rep0_force1_2000_100_10,sub,0,2000,100,10,1,rand426_300,970,399733,463502,18824862,5556422,0,0,0,0,3666400,42,73.6751,3.73143,UNSATISFIABLE
maplesat_static_sub_rep0_force1_2000_100_10,sub,0,2000,100,10,1,rand426_350,2940,1500246,1731090,77230755,24671710,1,2214,48624,30840,15432366,156,887.267,53.9591,UNSATISFIABLE
maplesat_static_sub_rep1_force0_2000_100_10,sub,1,2000,100,10,0,verification/zipcpu-busdelay-p46.aig_unroll20_maplesat_preprocess,94,26642,41144,2714589,704693,1,0,0,0,272318,13,2.66545,1.24401,UNSATISFIABLE
maplesat_static_sub_rep1_force0_2000_100_10,sub,1,2000,100,10,0,verification/zipcpu-busdelay-p36.aig_unroll22_maplesat_preprocess,283,107618,160527,12621778,3390244,2,0,68,29,1453587,32,18.5291,5.90826,UNSATISFIABLE
maplesat_static_sub_rep1_force0_2000_100_10,sub,1,2000,100,10,0,verification/VexRiscv-regch0-20-p1.aig_unroll22_maplesat_preprocess,1020,416982,5121476,177796028,9951482,5,6,9131,7250,5169360,116,140.357,80.0217,UNSATISFIABLE
maplesat_static_sub_rep1_force0_2000_100_10,sub,1,2000,100,10,0,verification/dspfilters_fastfir_second-p07.aig_unroll20_maplesat_preprocess,138,46558,182336,166299000,1213836,1,0,0,0,459718,66,56.3739,1.86653,UNSATISFIABLE
maplesat_static_sub_rep1_force0_2000_100_10,sub,1,2000,100,10,0,verification/dspfilters_fastfir_second-p45.aig_unroll22_maplesat_preprocess,1958,900496,4234002,2848752968,59243302,27,1,159633,74502,13247967,293,1155.57,140.869,UNSATISFIABLE
maplesat_static_sub_rep1_force0_2000_100_10,sub,1,2000,100,10,0,php08,31,6665,7612,89749,96159,0,0,0,0,48877,11,0.164871,0.022235,UNSATISFIABLE
maplesat_static_sub_rep1_force0_2000_100_10,sub,1,2000,100,10,0,php09,100,27974,31085,335933,508363,0,0,0,0,244659,13,1.43562,0.129727,UNSATISFIABLE
maplesat_static_sub_rep1_force0_2000_100_10,sub,1,2000,100,10,0,php10,171,54764,60801,693092,1223436,0,0,0,0,560422,20,4.15514,0.298445,UNSATISFIABLE
maplesat_static_sub_rep1_force0_2000_100_10,sub,1,2000,100,10,0,php11,526,233823,255432,3122935,6582520,0,0,0,0,2903828,68,47.7933,2.64091,UNSATISFIABLE
maplesat_static_sub_rep1_force0_2000_100_10,sub,1,2000,100,10,0,php12,1434,665962,722888,7704161,20718985,0,0,0,0,9161049,217,181.693,11.7093,UNSATISFIABLE
maplesat_static_sub_rep1_force0_2000_100_10,sub,1,2000,100,10,0,php13,2113,1147957,1242742,15533558,43954225,0,0,0,0,17280388,375,853.689,39.3478,UNSATISFIABLE
maplesat_static_sub_rep1_force0_2000_100_10,sub,1,2000,100,10,0,php14,6652,3789667,4124504,51763805,162425022,0,0,0,0,63015017,904,4930.3,419.433,INDETERMINATE
maplesat_static_sub_rep1_force0_2000_100_10,sub,1,2000,100,10,0,php15,5245,3018719,3292475,44720905,167467102,0,0,0,0,52814853,1223,4926.56,316.617,INDETERMINATE
maplesat_static_sub_rep1_force0_2000_100_10,sub,1,2000,100,10,0,php16,5434,3091637,3380307,51211967,183473935,0,0,0,0,56234190,1294,4926.61,335.8,INDETERMINATE
maplesat_static_sub_rep1_force0_2000_100_10,sub,1,2000,100,10,0,php17,5629,3181865,3483604,59448071,217968377,0,0,0,0,58771892,1198,4924.93,375.376,INDETERMINATE
maplesat_static_sub_rep1_force0_2000_100_10,sub,1,2000,100,10,0,php18,4988,2834069,3121133,53227075,252091494,0,0,0,0,55185312,1763,4928.24,306.596,INDETERMINATE
maplesat_static_sub_rep1_force0_2000_100_10,sub,1,2000,100,10,0,php19,5116,2888818,3165064,58587936,270257496,0,0,0,0,58788575,1776,4927.09,341.037,INDETERMINATE
maplesat_static_sub_rep1_force0_2000_100_10,sub,1,2000,100,10,0,php20,3706,1907626,2112501,165631561,187347768,13,7372,4258467,806328,41745703,1149,4934.96,1697.88,INDETERMINATE
maplesat_static_sub_rep1_force0_2000_100_10,sub,1,2000,100,10,0,rand426_150,15,3182,3835,97609,25681,1,0,0,0,18603,11,0.05512,0.007434,UNSATISFIABLE
maplesat_static_sub_rep1_force0_2000_100_10,sub,1,2000,100,10,0,rand426_200,46,11232,13427,407889,109671,2,0,0,0,75561,12,0.357371,0.039005,UNSATISFIABLE
maplesat_static_sub_rep1_force0_2000_100_10,sub,1,2000,100,10,0,rand426_250,378,135287,157790,5859145,1656650,2,0,199,130,1109052,31,15.7416,1.08884,UNSATISFIABLE
maplesat_static_sub_rep1_force0_2000_100_10,sub,1,2000,100,10,0,rand426_300,875,363616,422817,17127682,5232648,1,0,33,18,3445957,43,73.2648,4.52045,UNSATISFIABLE
maplesat_static_sub_rep1_force0_2000_100_10,sub,1,2000,100,10,0,rand426_350,2714,1408888,1622259,70859921,21497009,1,0,0,0,13920418,121,688.937,39.8532,UNSATISFIABLE
maplesat_static_sub_rep1_force1_2000_100_10,sub,1,2000,100,10,1,verification/zipcpu-busdelay-p46.aig_unroll20_maplesat_preprocess,94,27122,42034,2622422,762384,2,231,5126,2584,288512,13,3.1585,1.64153,UNSATISFIABLE
maplesat_static_sub_rep1_force1_2000_100_10,sub,1,2000,100,10,1,verification/zipcpu-busdelay-p36.aig_unroll22_maplesat_preprocess,255,95657,141585,9521864,2788913,2,690,11369,4823,1163796,31,14.9123,5.21303,UNSATISFIABLE
maplesat_static_sub_rep1_force1_2000_100_10,sub,1,2000,100,10,1,verification/VexRiscv-regch0-20-p1.aig_unroll22_maplesat_preprocess,1021,428115,5144312,169769873,10157512,3,2662,12960,5686,5196381,142,184.469,123.646,UNSATISFIABLE
maplesat_static_sub_rep1_force1_2000_100_10,sub,1,2000,100,10,1,verification/dspfilters_fastfir_second-p07.aig_unroll20_maplesat_preprocess,142,47604,167052,171646771,1166585,1,136,478,259,445707,67,48.9748,3.81894,UNSATISFIABLE
maplesat_static_sub_rep1_force1_2000_100_10,sub,1,2000,100,10,1,verification/dspfilters_fastfir_second-p45.aig_unroll22_maplesat_preprocess,2044,938524,4765419,2919592310,62514299,17,11697,278735,129979,13353618,489,1170.11,269.949,UNSATISFIABLE
maplesat_static_sub_rep1_force1_2000_100_10,sub,1,2000,100,10,1,php08,31,6665,7612,89749,96159,0,0,0,0,48877,11,0.16321,0.020905,UNSATISFIABLE
maplesat_static_sub_rep1_force1_2000_100_10,sub,1,2000,100,10,1,php09,100,27974,31085,335933,508363,0,0,0,0,244659,13,1.4227,0.130881,UNSATISFIABLE
maplesat_static_sub_rep1_force1_2000_100_10,sub,1,2000,100,10,1,php10,171,54764,60801,693092,1223436,0,0,0,0,560422,20,4.12467,0.297406,UNSATISFIABLE
maplesat_static_sub_rep1_force1_2000_100_10,sub,1,2000,100,10,1,php11,526,233823,255432,3122935,6582520,0,0,0,0,2903828,68,46.8575,2.60802,UNSATISFIABLE
maplesat_static_sub_rep1_force1_2000_100_10,sub,1,2000,100,10,1,php12,1434,665962,722888,7704161,20718985,0,0,0,0,9161049,217,181.133,11.9158,UNSATISFIABLE
maplesat_static_sub_rep1_force1_2000_100_10,sub,1,2000,100,10,1,php13,2113,1147957,1242742,15533558,43954225,0,0,0,0,17280388,375,814.735,39.2906,UNSATISFIABLE
maplesat_static_sub_rep1_force1_2000_100_10,sub,1,2000,100,10,1,php14,7112,3990564,4341738,54035676,169546545,0,0,0,0,66477389,1262,4929.94,465.081,INDETERMINATE
maplesat_static_sub_rep1_force1_2000_100_10,sub,1,2000,100,10,1,php15,5884,3307941,3611818,48858006,181927725,0,0,0,0,57915248,1269,4929.06,390.916,INDETERMINATE
maplesat_static_sub_rep1_force1_2000_100_10,sub,1,2000,100,10,1,php16,4862,2795576,3055810,46250187,168078512,0,0,0,0,50976426,1255,4925.88,298.339,INDETERMINATE
maplesat_static_sub_rep1_force1_2000_100_10,sub,1,2000,100,10,1,php17,5117,2911530,3188433,54623387,199713972,0,0,0,0,53770320,1172,4924.48,339.207,INDETERMINATE
maplesat_static_sub_rep1_force1_2000_100_10,sub,1,2000,100,10,1,php18,4958,2823061,3108959,52995610,251053805,0,0,0,0,54981092,1761,4926.45,313.505,INDETERMINATE
maplesat_static_sub_rep1_force1_2000_100_10,sub,1,2000,100,10,1,php19,5114,2876079,3151376,58345554,269023634,0,0,0,0,58513320,1774,4925.23,337.527,INDETERMINATE
maplesat_static_sub_rep1_force1_2000_100_10,sub,1,2000,100,10,1,php20,4379,2570091,2826150,56282015,275797086,1,150,0,0,56598226,1747,4927.97,538.458,INDETERMINATE
maplesat_static_sub_rep1_force1_2000_100_10,sub,1,2000,100,10,1,rand426_150,18,3554,4326,108399,29558,1,3,592,348,20791,11,0.078643,0.010184,UNSATISFIABLE
maplesat_static_sub_rep1_force1_2000_100_10,sub,1,2000,100,10,1,rand426_200,49,11493,13716,416134,112786,2,3,161,111,77350,12,0.357336,0.037083,UNSATISFIABLE
maplesat_static_sub_rep1_force1_2000_100_10,sub,1,2000,100,10,1,rand426_250,338,125607,147196,5426899,1674310,2,277,51686,23269,1060999,31,13.5331,0.959754,UNSATISFIABLE
maplesat_static_sub_rep1_force1_2000_100_10,sub,1,2000,100,10,1,rand426_300,888,365676,425303,17223846,5299113,1,117,177,102,3472730,43,77.2078,4.52935,UNSATISFIABLE
maplesat_static_sub_rep1_force1_2000_100_10,sub,1,2000,100,10,1,rand426_350,2728,1413430,1627783,71071017,21652960,1,266,7432,5027,13968877,121,699.061,39.7838,UNSATISFIABLE
